,iso2,Alcohol Consompution Group,Value
540,PH,Alcohol_com2,4.7
120,PH,Alcohol_com1,4.5
781,PK,Mean_Alcom2_religion,1.5550000000000002
81,PK,Alcohol_com1,0.0
641,PK,Mean_Alcom2_region,2.2750000000000004
361,PK,Mean_Alcom1_religion,1.4349999999999998
501,PK,Alcohol_com2,0.0
221,PK,Mean_Alcom1_region,2.2805555555555554
509,PL,Alcohol_com2,10.3
369,PL,Mean_Alcom1_religion,7.187804878048782
789,PL,Mean_Alcom2_religion,7.512195121951218
229,PL,Mean_Alcom1_region,9.022222222222222
89,PL,Alcohol_com1,10.5
649,PL,Mean_Alcom2_region,9.68888888888889
247,PT,Mean_Alcom1_region,8.454999999999998
667,PT,Mean_Alcom2_region,9.015
107,PT,Alcohol_com1,10.6
807,PT,Mean_Alcom2_religion,7.512195121951218
527,PT,Alcohol_com2,12.1
387,PT,Mean_Alcom1_religion,7.187804878048782
407,PY,Mean_Alcom1_religion,7.187804878048782
127,PY,Alcohol_com1,5.8
547,PY,Alcohol_com2,6.7
267,PY,Mean_Alcom1_region,5.278260869565217
687,PY,Mean_Alcom2_region,5.317391304347827
827,PY,Mean_Alcom2_religion,7.512195121951218
627,QA,Mean_Alcom2_region,2.2750000000000004
487,QA,Alcohol_com2,1.1
67,QA,Alcohol_com1,1.3
207,QA,Mean_Alcom1_region,2.2805555555555554
347,QA,Mean_Alcom1_religion,1.4349999999999998
767,QA,Mean_Alcom2_religion,1.5550000000000002
837,RW,Mean_Alcom2_religion,7.512195121951218
417,RW,Mean_Alcom1_religion,7.187804878048782
277,RW,Mean_Alcom1_region,2.955813953488373
697,RW,Mean_Alcom2_region,3.0302325581395344
557,RW,Alcohol_com2,7.5
137,RW,Alcohol_com1,6.9
549,SA,Alcohol_com2,0.1
409,SA,Mean_Alcom1_religion,1.4349999999999998
689,SA,Mean_Alcom2_region,2.2750000000000004
129,SA,Alcohol_com1,0.1
829,SA,Mean_Alcom2_religion,1.5550000000000002
269,SA,Mean_Alcom1_region,2.2805555555555554
390,SB,Mean_Alcom1_religion,1.0
110,SB,Alcohol_com1,1.0
810,SB,Mean_Alcom2_religion,1.1
670,SB,Mean_Alcom2_region,2.2750000000000004
250,SB,Mean_Alcom1_region,2.2805555555555554
530,SB,Alcohol_com2,1.1
150,SD,Mean_Alcom1_region,2.955813953488373
710,SD,Mean_Alcom2_religion,1.5550000000000002
10,SD,Alcohol_com1,0.0
570,SD,Mean_Alcom2_region,3.0302325581395344
290,SD,Mean_Alcom1_religion,1.4349999999999998
430,SD,Alcohol_com2,0.0
786,SE,Mean_Alcom2_religion,7.68
646,SE,Mean_Alcom2_region,9.015
366,SE,Mean_Alcom1_religion,7.710000000000001
226,SE,Mean_Alcom1_region,8.454999999999998
86,SE,Alcohol_com1,7.2
506,SE,Alcohol_com2,7.3
122,SI,Alcohol_com1,10.8
262,SI,Mean_Alcom1_region,9.022222222222222
822,SI,Mean_Alcom2_religion,10.5
542,SI,Alcohol_com2,10.5
682,SI,Mean_Alcom2_region,9.68888888888889
402,SI,Mean_Alcom1_religion,10.8
544,SK,Alcohol_com2,10.7
684,SK,Mean_Alcom2_region,9.68888888888889
824,SK,Mean_Alcom2_religion,7.512195121951218
404,SK,Mean_Alcom1_religion,7.187804878048782
124,SK,Alcohol_com1,10.4
264,SK,Mean_Alcom1_region,9.022222222222222
329,SL,Mean_Alcom1_religion,1.4349999999999998
189,SL,Mean_Alcom1_region,2.955813953488373
609,SL,Mean_Alcom2_region,3.0302325581395344
469,SL,Alcohol_com2,3.9
749,SL,Mean_Alcom2_religion,1.5550000000000002
49,SL,Alcohol_com1,3.4
457,SN,Alcohol_com2,0.3
37,SN,Alcohol_com1,0.3
737,SN,Mean_Alcom2_religion,1.5550000000000002
317,SN,Mean_Alcom1_religion,1.4349999999999998
597,SN,Mean_Alcom2_region,3.0302325581395344
177,SN,Mean_Alcom1_region,2.955813953488373
428,SO,Alcohol_com2,0.0
8,SO,Alcohol_com1,0.0
148,SO,Mean_Alcom1_region,2.955813953488373
568,SO,Mean_Alcom2_region,3.0302325581395344
708,SO,Mean_Alcom2_religion,1.5550000000000002
288,SO,Mean_Alcom1_religion,1.4349999999999998
170,SR,Mean_Alcom1_region,5.278260869565217
30,SR,Alcohol_com1,4.3
450,SR,Alcohol_com2,5.4
310,SR,Mean_Alcom1_religion,2.6333333333333333
730,SR,Mean_Alcom2_religion,2.766666666666667
590,SR,Mean_Alcom2_region,5.317391304347827
726,SV,Mean_Alcom2_religion,7.512195121951218
26,SV,Alcohol_com1,2.7
586,SV,Mean_Alcom2_region,5.317391304347827
306,SV,Mean_Alcom1_religion,7.187804878048782
446,SV,Alcohol_com2,2.4
166,SV,Mean_Alcom1_region,5.278260869565217
711,TD,Mean_Alcom2_religion,1.5550000000000002
151,TD,Mean_Alcom1_region,2.955813953488373
291,TD,Mean_Alcom1_religion,1.4349999999999998
431,TD,Alcohol_com2,0.6
11,TD,Alcohol_com1,0.7
571,TD,Mean_Alcom2_region,3.0302325581395344
744,TG,Mean_Alcom2_religion,3.114285714285714
324,TG,Mean_Alcom1_religion,2.8857142857142852
44,TG,Alcohol_com1,1.7
464,TG,Alcohol_com2,1.4
604,TG,Mean_Alcom2_region,3.0302325581395344
184,TG,Mean_Alcom1_region,2.955813953488373
353,TH,Mean_Alcom1_religion,3.3428571428571425
493,TH,Alcohol_com2,6.9
73,TH,Alcohol_com1,6.6
213,TH,Mean_Alcom1_region,2.2805555555555554
633,TH,Mean_Alcom2_region,2.2750000000000004
773,TH,Mean_Alcom2_religion,2.8714285714285714
362,TJ,Mean_Alcom1_religion,0.55
82,TJ,Alcohol_com1,0.9
502,TJ,Alcohol_com2,0.7
222,TJ,Mean_Alcom1_region,2.2805555555555554
782,TJ,Mean_Alcom2_religion,0.44999999999999996
642,TJ,Mean_Alcom2_region,2.2750000000000004
84,TM,Alcohol_com1,3.4
784,TM,Mean_Alcom2_religion,1.5550000000000002
504,TM,Alcohol_com2,3.2
224,TM,Mean_Alcom1_region,2.2805555555555554
644,TM,Mean_Alcom2_region,2.2750000000000004
364,TM,Mean_Alcom1_religion,1.4349999999999998
63,TN,Alcohol_com1,1.4
483,TN,Alcohol_com2,1.3
343,TN,Mean_Alcom1_religion,1.4349999999999998
763,TN,Mean_Alcom2_religion,1.5550000000000002
203,TN,Mean_Alcom1_region,2.955813953488373
623,TN,Mean_Alcom2_region,3.0302325581395344
519,TR,Alcohol_com2,1.5
660,TR,Mean_Alcom2_region,9.015
100,TR,Alcohol_com1,1.3
520,TR,Alcohol_com2,1.5
239,TR,Mean_Alcom1_region,2.2805555555555554
659,TR,Mean_Alcom2_region,2.2750000000000004
380,TR,Mean_Alcom1_religion,1.4349999999999998
99,TR,Alcohol_com1,1.3
240,TR,Mean_Alcom1_region,8.454999999999998
799,TR,Mean_Alcom2_religion,1.5550000000000002
800,TR,Mean_Alcom2_religion,1.5550000000000002
379,TR,Mean_Alcom1_religion,1.4349999999999998
228,UA,Mean_Alcom1_region,9.022222222222222
368,UA,Mean_Alcom1_religion,8.433333333333334
788,UA,Mean_Alcom2_religion,9.855555555555556
508,UA,Alcohol_com2,9.0
88,UA,Alcohol_com1,5.5
648,UA,Mean_Alcom2_region,9.68888888888889
696,UG,Mean_Alcom2_region,3.0302325581395344
276,UG,Mean_Alcom1_region,2.955813953488373
836,UG,Mean_Alcom2_religion,7.512195121951218
416,UG,Mean_Alcom1_religion,7.187804878048782
136,UG,Alcohol_com1,7.6
556,UG,Alcohol_com2,11.3
18,UY,Alcohol_com1,9.0
438,UY,Alcohol_com2,8.0
158,UY,Mean_Alcom1_region,5.278260869565217
298,UY,Mean_Alcom1_religion,7.187804878048782
578,UY,Mean_Alcom2_region,5.317391304347827
718,UY,Mean_Alcom2_religion,7.512195121951218
563,UZ,Mean_Alcom2_region,2.2750000000000004
283,UZ,Mean_Alcom1_religion,1.4349999999999998
143,UZ,Mean_Alcom1_region,2.2805555555555554
3,UZ,Alcohol_com1,1.6
703,UZ,Mean_Alcom2_religion,1.5550000000000002
423,UZ,Alcohol_com2,1.8
775,VN,Mean_Alcom2_religion,2.8714285714285714
215,VN,Mean_Alcom1_region,2.2805555555555554
355,VN,Mean_Alcom1_religion,3.3428571428571425
635,VN,Mean_Alcom2_region,2.2750000000000004
75,VN,Alcohol_com1,3.1
495,VN,Alcohol_com2,2.2
351,VU,Mean_Alcom1_religion,7.710000000000001
771,VU,Mean_Alcom2_religion,7.68
491,VU,Alcohol_com2,0.9
211,VU,Mean_Alcom1_region,2.2805555555555554
631,VU,Mean_Alcom2_region,2.2750000000000004
71,VU,Alcohol_com1,0.8
268,YE,Mean_Alcom1_region,2.2805555555555554
548,YE,Alcohol_com2,0.0
688,YE,Mean_Alcom2_region,2.2750000000000004
408,YE,Mean_Alcom1_religion,1.4349999999999998
828,YE,Mean_Alcom2_religion,1.5550000000000002
128,YE,Alcohol_com1,0.0
715,ZA,Mean_Alcom2_religion,4.454545454545454
435,ZA,Alcohol_com2,7.5
155,ZA,Mean_Alcom1_region,2.955813953488373
295,ZA,Mean_Alcom1_religion,4.636363636363637
15,ZA,Alcohol_com1,7.1
575,ZA,Mean_Alcom2_region,3.0302325581395344
54,ZM,Alcohol_com1,2.9
614,ZM,Mean_Alcom2_region,3.0302325581395344
474,ZM,Alcohol_com2,2.8
334,ZM,Mean_Alcom1_religion,4.636363636363637
194,ZM,Mean_Alcom1_region,2.955813953488373
754,ZM,Mean_Alcom2_religion,4.454545454545454
174,ZW,Mean_Alcom1_region,2.955813953488373
594,ZW,Mean_Alcom2_region,3.0302325581395344
734,ZW,Mean_Alcom2_religion,4.454545454545454
34,ZW,Alcohol_com1,3.6
314,ZW,Mean_Alcom1_religion,4.636363636363637
454,ZW,Alcohol_com2,2.9
419,iso2,Mean_Alcom1_religion,8.433333333333334
699,iso2,Mean_Alcom2_region,9.68888888888889
92,iso2,Alcohol_com1,10.4
138,iso2,Alcohol_com1,9.2
139,iso2,Alcohol_com1,6.4
232,iso2,Mean_Alcom1_region,9.022222222222222
278,iso2,Mean_Alcom1_region,9.022222222222222
279,iso2,Mean_Alcom1_region,9.022222222222222
792,iso2,Mean_Alcom2_religion,9.855555555555556
372,iso2,Mean_Alcom1_religion,8.433333333333334
838,iso2,Mean_Alcom2_religion,9.855555555555556
512,iso2,Alcohol_com2,11.0
558,iso2,Alcohol_com2,8.9
559,iso2,Alcohol_com2,7.0
652,iso2,Mean_Alcom2_region,9.68888888888889
698,iso2,Mean_Alcom2_region,9.68888888888889
418,iso2,Mean_Alcom1_religion,8.433333333333334
839,iso2,Mean_Alcom2_religion,9.855555555555556
36,,Alcohol_com1,7.8
176,,Mean_Alcom1_region,2.955813953488373
316,,Mean_Alcom1_religion,4.636363636363637
456,,Alcohol_com2,7.7
596,,Mean_Alcom2_region,3.0302325581395344
736,,Mean_Alcom2_religion,4.454545454545454
